#Depth. m	Depth Bottom. m	Depth top. mwe	Depth bot. mwe	Nh4[ppb]	Ca[ppb]	No3[ppb]	So4[ppb]
163.5	163.535	127.384	127.415	48.02572778	97.97027778	142.8732944	134.7022278
163.535	163.538	127.415	127.418	26.6139	59.2592	90.8468	101.6433
163.538	163.541	127.418	127.421	26.6139	59.2592	90.8468	101.6433
163.541	163.545	127.421	127.424	26.6139	59.2592	90.8468	101.6433
163.545	163.548	127.424	127.427	26.6139	59.2592	90.8468	101.6433
163.548	163.552	127.427	127.43	26.6139	59.2592	90.8468	101.6433
163.552	163.555	127.43	127.433	26.6139	59.2592	90.8468	101.6433
163.555	163.581	127.433	127.455	33.67952308	70.56847692	100.4776769	85.24962308
163.581	163.607	127.455	127.477	48.70721538	70.79664615	127.1848769	124.4791
163.607	163.633	127.477	127.498	43.18299231	79.3234	134.4412615	142.2843154
163.633	163.659	127.498	127.52	33.67360769	65.80640769	107.6996846	101.9807308
163.659	163.685	127.52	127.542	33.13861538	42.47866923	92.87517692	73.82066154
163.685	163.711	127.542	127.564	25.67011538	33.72383077	88.47836154	79.1933
163.711	163.714	127.564	127.567	9.8983	33.8006	55.7151	86.1134
163.714	163.718	127.567	127.569	9.8983	33.8006	55.7151	86.1134
163.718	163.721	127.569	127.572	9.8983	33.8006	55.7151	86.1134
163.721	163.725	127.572	127.575	9.8983	33.8006	55.7151	86.1134
163.725	163.728	127.575	127.578	9.8983	33.8006	55.7151	86.1134
163.728	163.732	127.578	127.581	9.8983	33.8006	55.7151	86.1134
163.732	163.747	127.581	127.593	24.9915	34.7136	79.1469	80.8481
163.747	163.763	127.593	127.606	24.9915	34.7136	79.1469	80.8481
163.763	163.779	127.606	127.618	29.0074	53.4013	113.1597	122.3468
163.779	163.794	127.618	127.63	43.81668571	84.42137143	142.6026286	154.5518
163.794	163.81	127.63	127.643	43.03855	86.8981	139.796375	144.99615
163.81	163.826	127.643	127.655	22.933	57.1042	96.0461	77.6832
163.826	163.829	127.655	127.658	13.4854	29.9366	54.3776	48.9893
163.829	163.833	127.658	127.661	13.4854	29.9366	54.3776	48.9893
163.833	163.836	127.661	127.663	13.4854	29.9366	54.3776	48.9893
163.836	163.84	127.663	127.666	13.4854	29.9366	54.3776	48.9893
163.84	163.843	127.666	127.669	13.4854	29.9366	54.3776	48.9893
163.843	163.847	127.669	127.672	13.4854	29.9366	54.3776	48.9893
163.847	163.882	127.672	127.699	38.67294706	54.52955882	85.00790588	83.70033529
163.882	163.917	127.699	127.727	21.90143333	44.74383333	72.45724444	74.28985556
163.917	163.951	127.727	127.755	46.84854706	52.80364706	90.21704706	83.77235294
163.951	163.986	127.755	127.783	49.57527059	90.80102941	108.7769059	121.3321882
163.986	164.021	127.783	127.811	56.46932222	97.15606667	133.9714778	129.2522667
164.021	164.056	127.811	127.839	31.52898824	52.70091765	73.97108235	67.17086471
164.056	164.06	127.839	127.842	19.8485	91.0813	63.1168	70.6171
164.06	164.063	127.842	127.845	19.8485	91.0813	63.1168	70.6171
164.063	164.067	127.845	127.848	19.8485	91.0813	63.1168	70.6171
164.067	164.07	127.848	127.85	19.8485	91.0813	63.1168	70.6171
164.07	164.074	127.85	127.853	19.8485	91.0813	63.1168	70.6171
164.074	164.077	127.853	127.856	19.8485	91.0813	63.1168	70.6171
164.077	164.105	127.856	127.88	87.52312857	115.7312714	136.8286143	107.8790429
164.105	164.133	127.88	127.903	69.7038	107.579	200.39145	106.4422
164.133	164.161	127.903	127.927	59.85460714	88.60419286	184.7568786	111.4462571
164.161	164.189	127.927	127.95	58.53885714	72.46642857	145.3387286	98.2789
164.189	164.216	127.95	127.974	65.64533846	72.03543077	140.2995538	107.1253154
164.216	164.244	127.974	127.997	40.9854	52.36288571	73.30845714	87.67794286
164.244	164.248	127.997	128	8.2304	19.6923	30.4574	75.2905
164.248	164.251	128	128.003	8.2304	19.6923	30.4574	75.2905
164.251	164.255	128.003	128.006	8.2304	19.6923	30.4574	75.2905
164.255	164.258	128.006	128.009	8.2304	19.6923	30.4574	75.2905
164.258	164.262	128.009	128.012	8.2304	19.6923	30.4574	75.2905
164.262	164.265	128.012	128.015	8.2304	19.6923	30.4574	75.2905
164.265	164.286	128.015	128.033	69.7342	85.0777	136.2865	135.984
164.286	164.307	128.033	128.051	33.8785	65.7632	93.0815	100.5895
164.307	164.328	128.051	128.069	17.5569	59.665	79.0284	111.1873
164.328	164.349	128.069	128.087	35.2689	54.5711	91.733	78.8625
164.349	164.37	128.087	128.105	47.2781	62.7187	113.842	74.7481
164.37	164.391	128.105	128.123	54.4052	84.4073	160.6316	99.5609
164.391	164.398	128.123	128.129	19.2872	49.7002	84.1218	60.7529
164.398	164.405	128.129	128.135	19.2872	49.7002	84.1218	60.7529
164.405	164.412	128.135	128.141	19.2872	49.7002	84.1218	60.7529
164.412	164.419	128.141	128.146	14.1921	71.5757	75.6031	88.4274
164.419	164.426	128.146	128.152	14.1921	71.5757	75.6031	88.4274
164.426	164.433	128.152	128.158	14.1921	71.5757	75.6031	88.4274
164.433	164.452	128.158	128.174	17.883	66.3908	72.4642	77.8557
164.452	164.471	128.174	128.191	20.53755	94.25192	72.06883	73.95258
164.471	164.49	128.191	128.207	24.12335556	45.42471111	73.96016667	59.76771111
164.49	164.509	128.207	128.223	25.0636	30.5896	74.5131	55.8388
164.509	164.529	128.223	128.239	25.6113	35.6051	88.2919	58.5125
164.529	164.548	128.239	128.255	25.6113	35.6051	88.2919	58.5125
164.548	164.555	128.255	128.261	10.9839	23.3703	62.7942	49.2001
164.555	164.562	128.261	128.267	10.9839	23.3703	62.7942	49.2001
164.562	164.569	128.267	128.273	10.9839	23.3703	62.7942	49.2001
164.569	164.576	128.273	128.279	17.3396	22.35	74.7559	43.9631
164.576	164.583	128.279	128.285	17.3396	22.35	74.7559	43.9631
164.583	164.59	128.285	128.291	17.3396	22.35	74.7559	43.9631
164.59	164.598	128.291	128.298	34.3858	48.6733	143.9989	64.5772
164.598	164.607	128.298	128.305	34.3858	48.6733	143.9989	64.5772
164.607	164.616	128.305	128.312	34.3858	48.6733	143.9989	64.5772
164.616	164.625	128.312	128.32	28.373	34.4856	100.929	57.5248
164.625	164.633	128.32	128.327	28.373	34.4856	100.929	57.5248
164.633	164.642	128.327	128.334	28.373	34.4856	100.929	57.5248
164.642	164.673	128.334	128.36	11.3834	17.05696875	49.78536875	56.47813125
164.673	164.703	128.36	128.385	16.76203333	17.4544	50.28606	49.63478
164.703	164.734	128.385	128.41	22.98895333	17.97079333	46.63206	42.45807333
164.734	164.765	128.41	128.436	30.2420125	32.7604375	56.5204	46.107425
164.765	164.795	128.436	128.461	22.4279	38.77393333	57.2553	52.6432
164.795	164.826	128.461	128.486	13.32308	26.15387333	43.48668667	46.23881333
164.826	164.844	128.486	128.502	49.5445	44.1143	98.337	64.2371
164.844	164.863	128.502	128.517	38.9169	44.7923	83.7662	74.50806
164.863	164.881	128.517	128.533	36.06766667	51.31166667	81.12376667	82.0526
164.881	164.9	128.533	128.548	37.14536667	57.04756667	86.70243333	96.3121
164.9	164.919	128.548	128.564	38.52652	59.02082	94.71156	109.36262
164.919	164.937	128.564	128.579	34.6602	46.4261	86.1198	67.3959
164.937	164.941	128.579	128.582	17.4384	21.5778	67.9267	29.0322
164.941	164.945	128.582	128.585	17.4384	21.5778	67.9267	29.0322
164.945	164.948	128.585	128.588	17.4384	21.5778	67.9267	29.0322
164.948	164.952	128.588	128.592	17.4384	21.5778	67.9267	29.0322
164.952	164.956	128.592	128.595	17.4384	21.5778	67.9267	29.0322
164.956	164.959	128.595	128.598	17.4384	21.5778	67.9267	29.0322
164.959	165.006	128.598	128.637	38.65814348	48.23493043	94.42783913	71.14633913
165.006	165.052	128.637	128.677	38.24503913	48.74445652	93.30572609	88.11399565
165.052	165.099	128.677	128.716	42.52291667	56.5616	91.7161375	82.28710833
165.099	165.145	128.716	128.756	43.01956522	57.91286522	102.1929609	81.48567391
165.145	165.191	128.756	128.796	36.13393043	71.21357826	100.2835957	124.626587
165.191	165.238	128.796	128.835	37.85303913	54.29093913	85.75581739	93.19843043
165.238	165.242	128.835	128.838	23.8751	38.1087	67.8646	63.0772
165.242	165.245	128.838	128.841	23.8751	38.1087	67.8646	63.0772
165.245	165.249	128.841	128.845	23.8751	38.1087	67.8646	63.0772
165.249	165.253	128.845	128.848	23.8751	38.1087	67.8646	63.0772
165.253	165.256	128.848	128.851	23.8751	38.1087	67.8646	63.0772
165.256	165.26	128.851	128.854	23.8751	38.1087	67.8646	63.0772
165.26	165.307	128.854	128.894	37.49629583	47.656075	91.67128333	92.27245417
165.307	165.353	128.894	128.933	49.69186957	75.31938696	114.9963217	114.764013
165.353	165.399	128.933	128.973	54.61917391	82.48914783	129.2925348	138.4235565
165.399	165.446	128.973	129.012	47.71816957	71.9519913	113.867087	122.2736435
165.446	165.492	129.012	129.052	39.85112174	61.82866087	97.54754783	134.2180478
165.492	165.539	129.052	129.092	32.53622083	51.8102875	84.83510833	119.953275
165.539	165.542	129.092	129.095	27.6012	57.7395	87.74	150.291
165.542	165.546	129.095	129.098	27.6012	57.7395	87.74	150.291
165.546	165.55	129.098	129.101	27.6012	57.7395	87.74	150.291
165.55	165.553	129.101	129.104	27.6012	57.7395	87.74	150.291
165.553	165.557	129.104	129.107	27.6012	57.7395	87.74	150.291
165.557	165.561	129.107	129.111	27.6012	57.7395	87.74	150.291
165.561	165.572	129.111	129.12	52.2601	94.3504	148.0418	172.7181
165.572	165.583	129.12	129.13	52.2601	94.3504	148.0418	172.7181
165.583	165.594	129.13	129.139	54.6728	73.0867	150.3069	225.2633
165.594	165.605	129.139	129.149	54.6728	73.0867	150.3069	225.2633
165.605	165.617	129.149	129.158	58.2115	60.8412	116.0857	91.3451
165.617	165.628	129.158	129.168	58.2115	60.8412	116.0857	91.3451
165.628	165.631	129.168	129.171	12.3289	26.9815	34.4477	49.8385
165.631	165.635	129.171	129.174	12.3289	26.9815	34.4477	49.8385
165.635	165.639	129.174	129.177	12.3289	26.9815	34.4477	49.8385
165.639	165.643	129.177	129.181	12.3289	26.9815	34.4477	49.8385
165.643	165.646	129.181	129.184	12.3289	26.9815	34.4477	49.8385
165.646	165.65	129.184	129.187	12.3289	26.9815	34.4477	49.8385
165.65	165.684	129.187	129.217	64.46924118	76.30071765	92.15737647	91.54994118
165.684	165.718	129.217	129.247	46.55998824	51.87484706	87.50296471	84.02386471
165.718	165.753	129.247	129.277	57.299	65.9114	119.1434	120.4785
165.753	165.787	129.277	129.306	47.79161765	92.98208235	118.2562294	227.4574353
165.787	165.821	129.306	129.336	35.81768824	62.78056471	102.8787353	110.6833059
165.821	165.855	129.336	129.366	39.19518235	69.43258824	112.5643941	116.4155765
165.855	165.859	129.366	129.369	37.9827	49.2225	94.5439	102.563
165.859	165.862	129.369	129.372	37.9827	49.2225	94.5439	102.563
165.862	165.866	129.372	129.375	37.9827	49.2225	94.5439	102.563
165.866	165.869	129.375	129.378	37.9827	49.2225	94.5439	102.563
165.869	165.873	129.378	129.381	37.9827	49.2225	94.5439	102.563
165.873	165.876	129.381	129.384	37.9827	49.2225	94.5439	102.563
165.876	165.905	129.384	129.41	nan	nan	nan	nan
165.905	165.934	129.41	129.436	57.72883846	73.64100769	125.0272	101.8120462
165.934	165.963	129.436	129.462	51.4785	82.47607333	119.0196533	102.8817733
165.963	165.992	129.462	129.487	30.82465714	55.10631429	86.03390714	122.9804571
165.992	166.021	129.487	129.513	19.8883	39.3213	74.42476	91.86756
166.021	166.051	129.513	129.539	38.40845333	40.45706	113.00158	76.52379333
166.051	166.057	129.539	129.545	14.2843	19.9899	57.7513	37.1027
166.057	166.064	129.545	129.551	14.2843	19.9899	57.7513	37.1027
166.064	166.071	129.551	129.557	14.2843	19.9899	57.7513	37.1027
166.071	166.078	129.557	129.563	28.5612	27.0917	56.6304	63.5004
166.078	166.085	129.563	129.57	28.5612	27.0917	56.6304	63.5004
166.085	166.092	129.57	129.576	28.5612	27.0917	56.6304	63.5004
166.092	166.105	129.576	129.588	90.3141	54.015	99.3242	94.2451
166.105	166.119	129.588	129.6	55.09844286	44.92791429	83.23654286	70.78104286
166.119	166.133	129.6	129.612	28.6867	38.1126	71.1708	53.183
166.133	166.146	129.612	129.624	27.7778	41.0662	67.8954	71.6721
166.146	166.16	129.624	129.636	35.36642857	44.38784286	82.03624286	74.79197143
166.16	166.174	129.636	129.648	45.4846	48.8167	100.8907	78.9518
166.174	166.184	129.648	129.658	22.8452	36.1503	65.3036	60.4506
166.184	166.194	129.658	129.667	22.8452	36.1503	65.3036	60.4506
166.194	166.205	129.667	129.676	31.2395	42.4278	80.605	91.1249
166.205	166.215	129.676	129.685	31.2395	42.4278	80.605	91.1249
166.215	166.225	129.685	129.694	28.8623	36.9272	69.4174	71.0126
166.225	166.235	129.694	129.703	28.8623	36.9272	69.4174	71.0126
166.235	166.259	129.703	129.724	42.69796667	44.4178	83.90065	69.2239
166.259	166.283	129.724	129.745	33.4115	43.04405	83.8879	69.695725
166.283	166.307	129.745	129.766	39.39543333	48.76850833	92.749275	90.940575
166.307	166.331	129.766	129.787	55.359225	62.11301667	81.4329	91.80466667
166.331	166.355	129.787	129.808	46.3795	58.1697	74.870575	80.960325
166.355	166.379	129.808	129.829	39.8738	51.07865	97.38413333	101.1439333
166.379	166.383	129.829	129.832	26.5871	36.7523	75.1646	71.8584
166.383	166.386	129.832	129.835	26.5871	36.7523	75.1646	71.8584
166.386	166.39	129.835	129.838	26.5871	36.7523	75.1646	71.8584
166.39	166.393	129.838	129.841	26.5871	36.7523	75.1646	71.8584
166.393	166.396	129.841	129.844	26.5871	36.7523	75.1646	71.8584
166.396	166.4	129.844	129.846	26.5871	36.7523	75.1646	71.8584
166.4	166.424	129.846	129.866	58.03853333	68.98756667	128.23505	133.4476833
166.424	166.448	129.866	129.886	73.432825	85.9517	186.317375	132.131225
166.448	166.472	129.886	129.906	55.63074167	91.64989167	214.079975	126.2723917
166.472	166.496	129.906	129.926	52.60825833	91.00379167	118.9873083	129.3443417
166.496	166.52	129.926	129.945	47.42186667	80.54436667	119.9322	108.6391333
166.52	166.544	129.945	129.965	41.24465	93.17421667	113.2415833	104.7218833
166.544	166.547	129.965	129.968	29.8491	68.7576	87.6902	73.0938
166.547	166.55	129.968	129.971	29.8491	68.7576	87.6902	73.0938
166.55	166.554	129.971	129.973	29.8491	68.7576	87.6902	73.0938
166.554	166.557	129.973	129.976	29.8491	68.7576	87.6902	73.0938
166.557	166.561	129.976	129.979	29.8491	68.7576	87.6902	73.0938
166.561	166.564	129.979	129.982	29.8491	68.7576	87.6902	73.0938
166.564	166.588	129.982	130	33.1525	63.2362	88.3388	84.0258
166.588	166.611	130	130.018	46.00703333	62.437	96.23493333	91.1606
166.611	166.634	130.018	130.036	53.86928182	85.53172727	111.1338364	130.2250909
166.634	166.657	130.036	130.054	64.419825	94.3421	130.226975	143.5365
166.657	166.681	130.054	130.072	41.15893333	106.4701	103.7833083	158.2589
166.681	166.704	130.072	130.09	154.5397	182.6264	260.2218	237.5574
166.704	166.708	130.09	130.093	16.9771	37.1338	46.9976	42.1327
166.708	166.711	130.093	130.096	16.9771	37.1338	46.9976	42.1327
166.711	166.715	130.096	130.099	16.9771	37.1338	46.9976	42.1327
166.715	166.719	130.099	130.101	16.9771	37.1338	46.9976	42.1327
166.719	166.722	130.101	130.104	16.9771	37.1338	46.9976	42.1327
166.722	166.726	130.104	130.107	16.9771	37.1338	46.9976	42.1327
166.726	166.773	130.107	130.142	30.43375833	46.93860833	81.83647917	83.25064583
166.773	166.82	130.142	130.177	40.41780435	49.08008696	102.0888304	81.48043043
166.82	166.868	130.177	130.211	55.37477083	67.48313333	121.5159	118.2037708
166.868	166.915	130.211	130.246	48.56045833	97.56474167	76.449325	117.7430833
166.915	166.962	130.246	130.281	97.18445217	93.30121304	136.0655696	122.0175739
166.962	167.01	130.281	130.316	61.1294125	106.0224208	102.5146792	127.6782542
167.01	167.013	130.316	130.319	10.5966	37.4045	43.3696	43.0244
167.013	167.017	130.319	130.322	10.5966	37.4045	43.3696	43.0244
167.017	167.02	130.322	130.324	10.5966	37.4045	43.3696	43.0244
167.02	167.024	130.324	130.327	10.5966	37.4045	43.3696	43.0244
167.024	167.028	130.327	130.33	10.5966	37.4045	43.3696	43.0244
167.028	167.031	130.33	130.333	10.5966	37.4045	43.3696	43.0244
167.031	167.086	130.333	130.375	61.81781852	85.76335556	159.6515407	150.6212037
167.086	167.14	130.375	130.417	51.06865185	99.69982222	134.1909148	123.1608074
167.14	167.195	130.417	130.459	47.15954286	75.238125	108.3178214	76.51755714
167.195	167.25	130.459	130.501	58.54201875	91.5248625	120.3511438	111.5528125
167.25	167.304	130.501	130.544	38.93977778	51.90541481	125.7867852	87.57944074
167.304	167.359	130.544	130.586	42.62560714	55.478225	100.6885464	140.7456214
167.359	167.366	130.586	130.592	14.5548	32.8975	71.2876	75.1163
167.366	167.373	130.592	130.597	14.5548	32.8975	71.2876	75.1163
167.373	167.38	130.597	130.603	14.5548	32.8975	71.2876	75.1163
167.38	167.388	130.603	130.609	29.3783	40.9133	81.3068	95.8728
167.388	167.395	130.609	130.614	29.3783	40.9133	81.3068	95.8728
167.395	167.402	130.614	130.62	29.3783	40.9133	81.3068	95.8728
167.402	167.451	130.62	130.659	43.714284	57.351804	121.257472	112.124544
167.451	167.499	130.659	130.699	43.0749125	64.65109167	128.1530833	112.6604583
167.499	167.547	130.699	130.738	51.4704875	79.33347083	174.3188	187.4186292
167.547	167.596	130.738	130.777	67.38930417	83.0012	170.8049625	144.91015
167.596	167.644	130.777	130.816	79.15539167	80.06322917	130.2412292	195.1877042
167.644	167.693	130.816	130.855	55.5298	87.65313333	139.1131667	146.3555
167.693	167.696	130.855	130.858	21.1392	52.4769	55.0263	128.9589
167.696	167.699	130.858	130.861	21.1392	52.4769	55.0263	128.9589
167.699	167.703	130.861	130.864	21.1392	52.4769	55.0263	128.9589
167.703	167.706	130.864	130.866	21.1392	52.4769	55.0263	128.9589
167.706	167.709	130.866	130.869	21.1392	52.4769	55.0263	128.9589
167.709	167.712	130.869	130.872	21.1392	52.4769	55.0263	128.9589
167.712	167.729	130.872	130.886	29.3996	47.3585	68.2791	140.3012
167.729	167.745	130.886	130.9	40.80015	49.853475	100.6694125	129.1749625
167.745	167.762	130.9	130.913	39.04655	58.085525	118.4952875	122.6639375
167.762	167.778	130.913	130.927	43.3528625	66.617225	127.31885	130.7996375
167.778	167.794	130.927	130.941	52.3963875	71.229175	128.2743625	142.481575
167.794	167.811	130.941	130.955	41.785	59.1057	124.4122	94.8877
167.811	167.814	130.955	130.958	25.6288	36.22	71.7022	59.7033
167.814	167.817	130.958	130.961	25.6288	36.22	71.7022	59.7033
167.817	167.821	130.961	130.963	25.6288	36.22	71.7022	59.7033
167.821	167.824	130.963	130.966	25.6288	36.22	71.7022	59.7033
167.824	167.827	130.966	130.969	25.6288	36.22	71.7022	59.7033
167.827	167.83	130.969	130.972	25.6288	36.22	71.7022	59.7033
167.830	167.880	130.972	131.013	38.552	50.266	97.723	90.842
167.880	167.929	131.013	131.055	43.460	65.613	109.931	110.687
167.929	167.978	131.055	131.096	40.458	61.870	111.389	115.294
167.978	168.027	131.096	131.138	45.920	65.052	111.919	138.852
168.027	168.076	131.138	131.179	35.256	56.996	99.545	107.214
168.076	168.125	131.179	131.221	42.356	54.963	102.535	100.835
168.125	168.129	131.221	131.223	12.354	26.742	38.556	46.315
168.129	168.132	131.223	131.226	12.354	26.742	38.556	46.315
168.132	168.135	131.226	131.229	12.354	26.742	38.556	46.315
168.135	168.138	131.229	131.232	12.354	26.742	38.556	46.315
168.138	168.142	131.232	131.234	12.354	26.742	38.556	46.315
168.142	168.145	131.234	131.237	12.354	26.742	38.556	46.315
