#Depth. m	Depth Bottom. m	Depth top. mwe	Depth bot. mwe	Nh4[ppb]	Ca[ppb]	No3[ppb]	So4[ppb]
135.144	135.223	103.162	103.228	26.68889189	93.48563514	62.1493973	77.67132703
135.223	135.302	103.228	103.294	74.2611	62.2523	126.0321	79.0876
135.302	135.38	103.294	103.359	92.51028718	103.6243641	123.7219128	187.9687462
135.38	135.459	103.359	103.425	18.84058	43.20646	53.00294	56.71834
135.459	135.59	103.425	103.536	38.61736769	124.1758338	97.47138308	104.8169046
135.59	135.721	103.536	103.648	43.60092879	70.77808182	99.18835758	96.41740909
135.721	135.853	103.648	103.759	100.1494273	155.9553	186.6805152	153.733697
135.853	135.984	103.759	103.87	39.48142615	87.00493077	101.8202754	126.0942231
135.984	136.116	103.87	103.982	56.65285455	86.22318485	118.3022303	111.2476394
136.116	136.247	103.982	104.093	80.45131061	100.9023	157.5357076	150.2056242
136.247	136.335	104.093	104.149	nan	nan	nan	nan
136.335	136.424	104.149	104.206	nan	nan	nan	nan
136.424	136.512	104.206	104.262	nan	nan	nan	nan
136.512	136.6	104.262	104.319	nan	nan	nan	nan
136.6	136.689	104.319	104.375	nan	nan	nan	nan
136.689	136.777	104.375	104.431	nan	nan	nan	nan
136.777	136.849	104.431	104.444	68.29603056	90.19248611	134.2979806	165.0781472
136.849	136.92	104.444	104.457	53.07205429	120.4277429	163.1946543	157.24628
136.92	136.992	104.457	104.469	55.4461	126.3713083	134.1943417	118.045625
136.992	137.064	104.469	104.482	49.02669167	70.77435833	80.85816667	79.36135
137.064	137.135	104.482	104.494	67.545725	80.68119167	118.8445917	107.5491167
137.135	137.207	104.494	104.507	50.09511429	89.85095714	107.3691286	97.68102857
137.207	137.242	104.507	104.527	24.5276	51.1731	63.7384	84.4796
137.242	137.276	104.527	104.548	25.49705882	58.82691176	71.40719412	91.80983529
137.276	137.311	104.548	104.569	37.4424	57.29926667	93.75901667	109.1756944
137.311	137.345	104.569	104.589	18.48099412	21.57877059	42.12242353	63.93691765
137.345	137.38	104.589	104.61	15.52786471	7.554052941	27.24754118	82.03591765
137.38	137.415	104.61	104.63	19.19741111	14.03244444	40.95667778	138.8275889
137.415	137.509	104.63	104.713	79.12342128	100.8721021	169.5623511	197.1189851
137.509	137.604	104.713	104.795	88.4388766	122.9131426	155.3834043	135.0640723
137.604	137.698	104.795	104.878	118.6234	116.6965574	123.0704468	98.00118085
137.698	137.793	104.878	104.96	163.1590667	686.2840333	183.4208	329.944
137.793	137.888	104.96	105.043	47.21912553	45.41769787	98.321	78.52463404
137.888	137.982	105.043	105.125	54.88444468	40.98671702	128.8413106	92.03930426
137.982	137.993	105.125	105.134	34.1819	32.9618	141.5384	60.7716
137.993	138.003	105.134	105.143	34.1819	32.9618	141.5384	60.7716
138.003	138.014	105.143	105.152	34.1819	32.9618	141.5384	60.7716
138.014	138.024	105.152	105.161	35.01	33.9466	125.9388	65.1044
138.024	138.035	105.161	105.171	35.01	33.9466	125.9388	65.1044
138.035	138.045	105.171	105.18	35.01	33.9466	125.9388	65.1044
138.045	138.094	105.18	105.221	39.5807	36.1229	146.4100667	70.3981
138.094	138.143	105.221	105.262	56.432748	34.912508	154.46624	94.430704
138.143	138.191	105.262	105.304	88.787925	56.0301125	238.42365	147.9601875
138.191	138.24	105.304	105.345	60.26716667	38.72016667	182.9946333	100.0439333
138.24	138.289	105.345	105.386	54.00243333	29.34483333	172.4247	72.13066667
138.289	138.337	105.386	105.428	nan	nan	nan	nan
138.337	138.381	105.428	105.467	15.19549091	7.185827273	52.74335455	45.42072273
138.381	138.425	105.467	105.507	22.61174545	13.23903636	71.91518182	53.00762727
138.425	138.469	105.507	105.547	22.09541818	16.46627273	65.97212727	61.9829
138.469	138.513	105.547	105.586	19.9829	16.427	59.3136	61.3775
138.513	138.556	105.586	105.626	nan	nan	nan	nan
138.556	138.6	105.626	105.666	16.7743	21.2242	81.3967	33.6736
138.6	138.676	105.666	105.734	47.88320789	62.25847105	104.3671921	92.59994474
138.676	138.752	105.734	105.803	27.44337895	123.0840474	63.33566842	108.5238868
138.752	138.827	105.803	105.871	110.3600421	203.8506474	161.2092921	190.0453
138.827	138.903	105.871	105.939	148.3569737	289.0291605	223.2968921	211.5652447
138.903	138.979	105.939	106.008	112.2157237	97.18534211	146.8108605	152.3295053
138.979	139.054	106.008	106.076	61.18818919	58.41475676	94.27344054	104.9341162
139.054	139.098	106.076	106.116	15.75761818	25.66569091	55.73023636	57.54312727
139.098	139.142	106.116	106.155	2.933054545	12.51634545	19.17685	19.40091818
139.142	139.186	106.155	106.194	7.627481818	16.04651364	24.82652273	31.54217273
139.186	139.229	106.194	106.234	23.43917273	36.38849091	53.35003636	55.71195455
139.229	139.273	106.234	106.273	18.17042105	39.02607368	94.56522105	46.6099
139.273	139.317	106.273	106.312	9.5839	29.4818	85.8482	30.8721
139.317	139.339	106.312	106.332	129.129	97.889	179.6542	126.0714
139.339	139.361	106.332	106.351	78.32694545	68.40358182	151.3185455	81.78218182
139.361	139.383	106.351	106.371	35.9919	43.8324	127.7055	44.8745
139.383	139.404	106.371	106.391	81.5162	47.4595	178.9902	89.2831
139.404	139.426	106.391	106.41	60.44506364	46.64386364	139.3310182	91.98150909
139.426	139.448	106.41	106.43	35.1597	45.6651	91.74	95.2196
139.448	139.541	106.43	106.511	24.86755319	89.51808298	45.69141489	270.2042489
139.541	139.634	106.511	106.592	8.085936957	22.39727609	30.93554565	67.25597826
139.634	139.727	106.592	106.673	13.43480213	18.65301702	57.57741915	60.17383617
139.727	139.82	106.673	106.754	11.25448913	17.48728913	47.18212609	55.63875652
139.82	139.913	106.754	106.836	5.643097872	7.157151064	22.25680213	43.16759574
139.913	140.006	106.836	106.917	12.55581739	116.2526826	50.38806522	443.4255935
140.006	140.053	106.917	106.958	34.432225	55.3773125	110.8431417	140.1237042
140.053	140.1	106.958	106.999	30.62672174	32.40792174	130.8069217	105.0619217
140.1	140.148	106.999	107.041	36.3339875	42.5119875	169.8418167	130.20575
140.148	140.195	107.041	107.082	38.4658875	65.30746667	103.9211208	217.9628875
140.195	140.243	107.082	107.123	44.9128	65.12096667	98.37971667	181.6824
140.243	140.29	107.123	107.164	55.55	87.14	119.99	301.2
140.29	140.297	107.164	107.17	nan	nan	nan	nan
140.297	140.303	107.17	107.176	nan	nan	nan	nan
140.303	140.31	107.176	107.182	nan	nan	nan	nan
140.31	140.317	107.182	107.188	nan	nan	nan	nan
140.317	140.323	107.188	107.194	nan	nan	nan	nan
140.323	140.33	107.194	107.2	nan	nan	nan	nan
140.33	140.392	107.2	107.25	nan	nan	nan	nan
140.392	140.453	107.25	107.3	nan	nan	nan	nan
140.453	140.515	107.3	107.35	nan	nan	nan	nan
140.515	140.577	107.35	107.4	nan	nan	nan	nan
140.577	140.638	107.4	107.45	nan	nan	nan	nan
140.638	140.7	107.45	107.5	nan	nan	nan	nan
140.7	140.742	107.5	107.533	nan	nan	nan	nan
140.742	140.783	107.533	107.567	nan	nan	nan	nan
140.783	140.825	107.567	107.6	nan	nan	nan	nan
140.825	140.867	107.6	107.633	nan	nan	nan	nan
140.867	140.908	107.633	107.667	nan	nan	nan	nan
140.908	140.95	107.667	107.7	nan	nan	nan	nan
140.95	141.05	107.7	107.801	nan	nan	nan	nan
141.05	141.15	107.801	107.901	nan	nan	nan	nan
141.15	141.249	107.901	108.002	nan	nan	nan	nan
141.249	141.349	108.002	108.103	91.6229	93.6687	123.9722	125.6552
141.349	141.449	108.103	108.204	82.55218	111.760096	151.75708	146.538356
141.449	141.549	108.204	108.304	45.285332	134.55166	79.42327	109.575652
141.549	141.554	108.304	108.31	15.7272	20.7924	43.6036	30.3756
141.554	141.559	108.31	108.316	15.7272	20.7924	43.6036	30.3756
141.559	141.565	108.316	108.322	15.7272	20.7924	43.6036	30.3756
141.565	141.57	108.322	108.327	15.7272	20.7924	43.6036	30.3756
141.57	141.576	108.327	108.333	15.7272	20.7924	43.6036	30.3756
141.576	141.581	108.333	108.339	15.7272	20.7924	43.6036	30.3756
141.581	141.656	108.339	108.409	72.17702703	52.91164324	143.7455568	99.37895946
141.656	141.731	108.409	108.479	97.18274474	124.9500184	112.4158	98.58465
141.731	141.807	108.479	108.549	72.34790526	130.7364763	110.5596526	165.1407868
141.807	141.882	108.549	108.62	70.64914054	87.59845135	78.04131081	141.2424865
141.882	141.957	108.62	108.69	49.36180789	141.5288263	53.41921579	88.13613684
141.957	142.032	108.69	108.76	41.88988919	90.50335946	83.07962432	95.73847568
142.032	142.054	108.76	108.777	14.7452	24.336	27.2919	34.4142
142.054	142.075	108.777	108.794	25.74669091	38.20838182	49.26373636	52.97018182
142.075	142.097	108.794	108.811	34.9146	49.7687	67.5736	68.4335
142.097	142.118	108.811	108.828	7.8102	13.2707	23.4239	17.9646
142.118	142.14	108.828	108.845	17.17733636	17.82265455	46.65180909	31.60578182
142.14	142.161	108.845	108.862	28.4179	23.285	74.5253	47.9752
142.161	142.226	108.862	108.914	103.3485	162.9661	178.5245	159.14665
142.226	142.291	108.914	108.966	141.038003	214.4719394	165.4388667	206.5573879
142.291	142.356	108.966	109.018	162.0751375	179.4428969	224.0459844	212.4576594
142.356	142.421	109.018	109.07	62.65196061	48.45132727	113.1399273	83.36978182
142.421	142.487	109.07	109.122	35.15263636	88.11312727	51.30404545	87.82939091
142.487	142.552	109.122	109.173	56.56218125	150.0656563	109.6298	130.0842469
142.552	142.593	109.173	109.21	12.43214286	30.75476667	25.46417619	48.40702857
142.593	142.635	109.21	109.246	9.270414286	14.47841905	20.7204381	27.89581429
142.635	142.677	109.246	109.282	9.594480952	7.763685714	20.91915238	25.1354619
142.677	142.718	109.282	109.318	29.5546	44.6782	96.0113	97.9651
142.718	142.76	109.318	109.354	27.47893333	47.84305714	99.9830619	96.81143333
142.76	142.802	109.354	109.39	23.16834762	33.30969524	61.22262857	67.92700952
142.802	142.862	109.39	109.445	42.87225333	36.20312	74.25598667	108.6673733
142.862	142.923	109.445	109.499	88.90836774	89.92743226	138.4996903	117.4070387
142.923	142.984	109.499	109.554	108.7169067	116.2328967	172.8711033	128.6236367
142.984	143.045	109.554	109.608	97.23726774	51.85817742	123.2039903	81.76715161
143.045	143.105	109.608	109.663	74.18985	70.39048333	155.39324	127.4555467
143.105	143.166	109.663	109.717	45.97481333	43.80945333	83.29453333	71.26614667
143.166	143.182	109.717	109.731	27.1567	31.1646	39.7358	44.7171
143.182	143.197	109.731	109.745	27.1567	31.1646	39.7358	44.7171
143.197	143.213	109.745	109.759	47.7563	470.7417	96.1008	392.4162
143.213	143.228	109.759	109.773	47.7563	470.7417	96.1008	392.4162
143.228	143.244	109.773	109.787	26.3545	114.0704	63.6177	109.3876
143.244	143.26	109.787	109.801	26.3545	114.0704	63.6177	109.3876
143.26	143.284	109.801	109.823	32.3388	55.9467	77.4288	72.1403
143.284	143.308	109.823	109.844	35.308325	54.503875	85.584275	72.969475
143.308	143.332	109.844	109.866	44.2169	50.1754	110.0507	75.457
143.332	143.356	109.866	109.887	63.2386	54.25915	145.2957	94.2919
143.356	143.381	109.887	109.909	64.6027	53.3505	139.6113769	96.49821538
143.381	143.405	109.909	109.931	24.8731	42.1176	47.5204	59.0839
143.405	143.42	109.931	109.944	3.3514	10.297	13.2774	7.3776
143.42	143.436	109.944	109.958	3.3514	10.297	13.2774	7.3776
143.436	143.451	109.958	109.972	7.2859	7.9159	21.4007	22.3059
143.451	143.467	109.972	109.986	7.2859	7.9159	21.4007	22.3059
143.467	143.482	109.986	110	8.1237	6.6087	23.5983	22.8985
143.482	143.498	110	110.013	8.1237	6.6087	23.5983	22.8985
143.498	143.551	110.013	110.061	85.76934444	68.16965556	128.9880741	93.55562963
143.551	143.604	110.061	110.109	99.22084615	78.80014615	125.6992769	114.4944462
143.604	143.658	110.109	110.157	127.5265333	121.1784333	177.3912	159.6904
143.658	143.711	110.157	110.204	57.79152222	77.05386667	77.92692222	85.62243333
143.711	143.764	110.204	110.252	50.29675	57.62781538	72.25563077	80.56121154
143.764	143.818	110.252	110.3	58.14292222	71.7856	75.77708889	70.79698889
143.818	143.833	110.3	110.314	15.2135	47.7106	54.5943	84.4854
143.833	143.849	110.314	110.327	15.2135	47.7106	54.5943	84.4854
143.849	143.864	110.327	110.341	18.9025	28.9563	37.3681	40.5229
143.864	143.879	110.341	110.355	18.9025	28.9563	37.3681	40.5229
143.879	143.895	110.355	110.369	25.6218	28.7091	49.5083	33.8319
143.895	143.91	110.369	110.383	25.6218	28.7091	49.5083	33.8319
143.91	143.936	110.383	110.405	99.5742	121.3075	130.3678	115.9979
143.936	143.962	110.405	110.428	126.7018154	234.0161154	201.4907231	165.9343615
143.962	143.988	110.428	110.451	149.6598538	221.2862385	219.6445846	196.4958538
143.988	144.014	110.451	110.474	167.0093923	306.0953154	251.0890462	252.0407
144.014	144.039	110.474	110.497	146.3817846	385.1301077	250.0336923	263.7589538
144.039	144.065	110.497	110.52	34.4914	41.1228	68.202	58.5158
144.065	144.07	110.52	110.524	19.3231	16.5432	43.8351	43.4161
144.07	144.075	110.524	110.529	19.3231	16.5432	43.8351	43.4161
144.075	144.081	110.529	110.533	19.3231	16.5432	43.8351	43.4161
144.081	144.086	110.533	110.538	19.3231	16.5432	43.8351	43.4161
144.086	144.091	110.538	110.543	19.3231	16.5432	43.8351	43.4161
144.091	144.096	110.543	110.547	19.3231	16.5432	43.8351	43.4161
144.096	144.122	110.547	110.57	58.9472	26.7348	138.2544	73.9756
144.122	144.148	110.57	110.593	64.15458462	36.72995385	166.6044	89.58244615
144.148	144.173	110.593	110.615	55.9424	39.73200769	149.2210308	103.7722538
144.173	144.199	110.615	110.638	50.84701538	36.60777692	110.0473769	87.13375385
144.199	144.225	110.638	110.661	49.76900769	29.40742308	69.57110769	48.37023846
144.225	144.251	110.661	110.683	40.7697	22.0805	57.2818	39.5897
144.251	144.256	110.683	110.688	22.3598	14.6569	42.9843	40.0511
144.256	144.261	110.688	110.692	22.3598	14.6569	42.9843	40.0511
144.261	144.266	110.692	110.697	22.3598	14.6569	42.9843	40.0511
144.266	144.271	110.697	110.702	22.3598	14.6569	42.9843	40.0511
144.271	144.277	110.702	110.706	22.3598	14.6569	42.9843	40.0511
144.277	144.282	110.706	110.711	22.3598	14.6569	42.9843	40.0511
144.282	144.312	110.711	110.737	36.0222	13.0046	44.3514	45.6714
144.312	144.342	110.737	110.763	42.87342667	14.5614	59.13829333	55.87796
144.342	144.372	110.763	110.79	35.03852	16.5737	53.25382	52.61796
144.372	144.402	110.79	110.816	26.20393333	14.85946667	46.42603333	47.5841
144.402	144.432	110.816	110.843	19.54798667	8.816673333	41.80016667	42.91106
144.432	144.462	110.843	110.869	18.3466	7.7033	38.6567	43.9745
144.462	144.478	110.869	110.883	16.7621	6.8376	32.984	39.7829
144.478	144.494	110.883	110.897	16.7621	6.8376	32.984	39.7829
144.494	144.51	110.897	110.912	9.9063	6.2806	28.2808	34.9368
144.51	144.526	110.912	110.926	9.9063	6.2806	28.2808	34.9368
144.526	144.542	110.926	110.94	14.1571	7.2964	30.3714	54.5256
144.542	144.559	110.94	110.954	14.1571	7.2964	30.3714	54.5256
144.559	144.629	110.954	111.016	39.87143714	19.70587714	78.86368571	52.70333429
144.629	144.699	111.016	111.077	81.42294571	48.26676857	144.3303657	65.17886571
144.699	144.769	111.077	111.138	77.33606	44.85492857	149.4624486	107.4267971
144.769	144.839	111.138	111.2	73.24686571	64.36786	110.52044	128.9395343
144.839	144.909	111.2	111.261	53.80319714	61.53416286	78.73737714	192.7462257
144.909	144.979	111.261	111.322	34.66425714	123.9560714	43.85632	96.06677714
144.979	145.005	111.322	111.346	6.2206	34.5481	24.1905	45.1226
145.005	145.032	111.346	111.369	20.66221538	32.95802308	42.30673077	46.44875385
145.032	145.059	111.369	111.392	16.61738571	26.49237143	42.09497143	45.07105714
145.059	145.086	111.392	111.415	7.772284615	16.79913077	36.2285	37.35047692
145.086	145.113	111.415	111.439	7.79175	15.41461429	40.19806429	32.91001429
145.113	145.14	111.439	111.462	22.8942	40.8551	64.3246	54.11
145.14	145.18	111.462	111.496	57.7503	76.90664	105.95128	79.22758
145.18	145.219	111.496	111.53	126.8843	158.4252	199.364	135.6671
145.219	145.259	111.53	111.564	42.2476	44.6799	142.8339	55.6202
145.259	145.298	111.564	111.599	46.74071579	69.22845789	163.7608789	87.28237895
145.298	145.338	111.599	111.633	52.85944	111.90393	142.92562	116.05132
145.338	145.377	111.633	111.667	36.7514	91.4283	82.319	88.2797
145.377	145.402	111.667	111.689	24.6712	40.0753	89.7699	64.9568
145.402	145.426	111.689	111.712	22.61245	54.989125	66.6045	91.3028
145.426	145.451	111.712	111.734	17.32287692	41.30538462	41.0291	67.4168
145.451	145.476	111.734	111.756	15.93759167	75.07270833	48.80968333	90.60759167
145.476	145.5	111.756	111.779	18.2656	130.4894667	71.94325	144.12505
145.5	145.525	111.779	111.801	19.4631	89.5863	55.0375	106.4543
145.525	145.55	111.801	111.824	100.4426	102.1003	181.3475	155.2823
145.55	145.574	111.824	111.846	100.5974	105.582775	170.69345	192.340775
145.574	145.599	111.846	111.869	85.25435385	124.5037231	133.7801923	158.9061538
145.599	145.624	111.869	111.891	73.71778333	106.9735917	103.4613333	110.9800417
145.624	145.648	111.891	111.914	63.64783333	86.9005	88.0997	87.86983333
145.648	145.673	111.914	111.937	26.7025	186.9465	77.5652	107.4815
145.673	145.721	111.937	111.98	5.919125	18.8341125	35.710725	31.6774125
145.721	145.768	111.98	112.023	10.767025	15.32795	45.04075	64.66925
145.768	145.816	112.023	112.066	100.1252294	214.9691765	153.6185706	180.8580412
145.816	145.864	112.066	112.11	29.095375	50.16985417	62.67929583	62.2735
145.864	145.911	112.11	112.153	24.315825	131.074725	56.4473625	103.4061375
145.911	145.959	112.153	112.196	19.7314125	85.1494625	49.1958625	83.1285125
145.959	145.989	112.196	112.223	43.459	87.5855	83.1803	87.0287
145.989	146.018	112.223	112.25	128.6428	218.8085	253.1798	237.8828
146.018	146.048	112.25	112.276	227.52	356.8947	390.2076	289.6396
146.048	146.077	112.276	112.303	64.7554	111.037	154.8155	109.4596
146.077	146.107	112.303	112.33	83.1434	231.0325	133.5301	166.9673
146.107	146.137	112.33	112.356	89.0323	435.7893	142.9256	1081.703
146.137	146.146	112.356	112.365	21.2203	166.0545	56.4644	134.2982
146.146	146.156	112.365	112.374	21.2203	166.0545	56.4644	134.2982
146.156	146.166	112.374	112.383	21.2203	166.0545	56.4644	134.2982
146.166	146.176	112.383	112.392	8.7296	27.296	38.5683	30.1431
146.176	146.186	112.392	112.4	8.7296	27.296	38.5683	30.1431
146.186	146.196	112.4	112.409	8.7296	27.296	38.5683	30.1431
146.196	146.229	112.409	112.439	42.14440588	96.4313	91.56447059	94.06242941
146.229	146.261	112.439	112.468	77.26261875	179.449775	144.7790563	151.1392063
146.261	146.294	112.468	112.498	101.6546	178.726	185.2353	160.0477
146.294	146.327	112.498	112.527	nan	nan	nan	nan
146.327	146.36	112.527	112.557	17.4141	31.2375	67.4694	44.1774
146.36	146.393	112.557	112.586	48.29777647	31.2375	102.1964294	44.1774
146.393	146.413	112.586	112.604	7.534	25.1981	53.2078	64.2891
146.413	146.434	112.604	112.622	11.4492	9.8619	49.7763	25.9655
146.434	146.454	112.622	112.64	8.2031	6.6125	41.1673	20.2354
146.454	146.474	112.64	112.659	6.8547	5.5773	39.5082	24.4483
146.474	146.495	112.659	112.677	6.3509	5.4545	35.3221	17.8065
146.495	146.515	112.677	112.695	19.7905	25.4647	68.7034	54.0587
146.515	146.569	112.695	112.743	54.43625185	77.13694815	138.4654074	110.7354667
146.569	146.623	112.743	112.791	91.37143704	122.2167037	201.4335778	175.354837
146.623	146.677	112.791	112.84	57.98267778	75.19715926	127.427863	105.4923741
146.677	146.731	112.84	112.888	40.86068148	73.68019259	121.9406593	97.28322593
146.731	146.786	112.888	112.936	47.04800741	72.3842963	167.4578111	129.1823037
146.786	146.84	112.936	112.984	49.89714815	101.6067444	110.1752111	168.0172519
146.84	146.851	112.984	112.994	8.3088	34.8431	28.4322	55.1847
146.851	146.862	112.994	113.004	11.30186	39.1486	34.13984	62.50212
146.862	146.873	113.004	113.014	23.2741	56.3706	56.9704	91.7718
146.873	146.884	113.014	113.024	23.2741	56.3706	56.9704	91.7718
146.884	146.895	113.024	113.033	28.73651667	53.0771	67.22065	98.97446667
146.895	146.906	113.033	113.043	29.829	52.4184	69.2707	100.415
146.906	146.916	113.043	113.052	74.487	115.4808	182.0551	130.8167
146.916	146.926	113.052	113.061	74.487	115.4808	182.0551	130.8167
146.926	146.936	113.061	113.07	88.8444	89.8709	149.0152	84.3336
146.936	146.946	113.07	113.079	88.8444	89.8709	149.0152	84.3336
146.946	146.957	113.079	113.089	61.1254	82.4119	117.7426	253.8026
146.957	146.967	113.089	113.098	61.1254	82.4119	117.7426	253.8026
146.967	146.97	113.098	113.101	28.8764	77.6159	110.0782	139.1055
146.97	146.974	113.101	113.104	28.8764	77.6159	110.0782	139.1055
146.974	146.977	113.104	113.107	28.8764	77.6159	110.0782	139.1055
146.977	146.98	113.107	113.11	28.8764	77.6159	110.0782	139.1055
146.98	146.984	113.11	113.113	28.8764	77.6159	110.0782	139.1055
146.984	146.987	113.113	113.116	28.8764	77.6159	110.0782	139.1055
146.987	147.07	113.116	113.19	63.24543171	70.85333902	134.2042512	127.4670463
147.07	147.153	113.19	113.264	95.64191905	120.4845619	210.7086905	122.1892143
147.153	147.236	113.264	113.338	68.91628049	94.45288537	149.9372488	153.0528268
147.236	147.319	113.338	113.412	91.74166667	128.0478714	170.3017667	180.573719
147.319	147.402	113.412	113.487	74.42497619	111.1962524	112.8209286	129.3867286
147.402	147.484	113.487	113.561	38.37564634	108.3583	89.5812878	127.5321463
147.484	147.492	113.561	113.567	16.3272	19.6901	45.7454	31.0095
147.492	147.499	113.567	113.573	16.3272	19.6901	45.7454	31.0095
147.499	147.506	113.573	113.58	16.3272	19.6901	45.7454	31.0095
147.506	147.513	113.58	113.586	13.8306	12.8892	41.1724	24.4629
147.513	147.52	113.586	113.592	13.8306	12.8892	41.1724	24.4629
147.52	147.527	113.592	113.599	13.8306	12.8892	41.1724	24.4629
147.527	147.542	113.599	113.612	33.4424	23.3452	86.5735	57.8092
147.542	147.557	113.612	113.626	47.1487125	26.0445125	101.464875	65.31795
147.557	147.572	113.626	113.639	57.30018571	28.93211429	111.9522143	72.78888571
147.572	147.587	113.639	113.653	68.8663	36.5402	121.2673	90.583
147.587	147.602	113.653	113.666	54.1088	38.34991429	93.77758571	77.47557143
147.602	147.618	113.666	113.68	48.2058	39.0738	82.7817	72.2326
147.618	147.621	113.68	113.683	19.6379	19.5715	44.5887	33.5055
147.621	147.625	113.683	113.686	19.6379	19.5715	44.5887	33.5055
147.625	147.628	113.686	113.689	19.6379	19.5715	44.5887	33.5055
147.628	147.632	113.689	113.692	19.6379	19.5715	44.5887	33.5055
147.632	147.635	113.692	113.696	19.6379	19.5715	44.5887	33.5055
147.635	147.639	113.696	113.699	19.6379	19.5715	44.5887	33.5055
147.639	147.685	113.699	113.74	114.6491217	155.3170565	175.0188304	167.6568739
147.685	147.731	113.74	113.781	75.35473478	103.7647348	124.4893478	136.2066174
147.731	147.777	113.781	113.822	132.7294174	109.8915913	156.1594522	112.7356739
147.777	147.823	113.822	113.863	130.266413	215.017887	200.5411739	172.214213
147.823	147.869	113.863	113.905	235.4346913	577.9049391	342.4927826	320.7429261
147.869	147.916	113.905	113.946	191.2608174	384.7024957	236.0670304	224.4024043
147.916	147.923	113.946	113.952	34.8607	47.1012	67.3443	74.2734
147.923	147.93	113.952	113.958	34.8607	47.1012	67.3443	74.2734
147.93	147.937	113.958	113.965	34.8607	47.1012	67.3443	74.2734
147.937	147.944	113.965	113.971	33.4221	43.1197	61.6731	62.2313
147.944	147.951	113.971	113.977	33.4221	43.1197	61.6731	62.2313
147.951	147.958	113.977	113.984	33.4221	43.1197	61.6731	62.2313
147.958	148.027	113.984	114.042	71.96654	69.34990286	128.6321886	101.3954057
148.027	148.097	114.042	114.101	53.11529429	56.95220571	96.38046286	64.28103429
148.097	148.166	114.101	114.16	76.51865	89.73447647	150.2974118	130.4265118
148.166	148.235	114.16	114.219	74.51116286	54.22038286	130.6827057	81.14703429
148.235	148.304	114.219	114.277	52.77311739	50.97595652	108.6159304	77.04831739
148.304	148.373	114.277	114.336	55.11573714	58.89539714	113.4971829	76.08751429
148.373	148.427	114.336	114.381	33.09222963	48.67707778	80.0063037	59.73613333
148.427	148.481	114.381	114.427	45.04965185	146.5569889	100.4541148	128.5630148
148.481	148.534	114.427	114.472	36.90998077	59.16449615	109.7518231	65.65008846
148.534	148.588	114.472	114.518	64.42619259	62.79953704	160.504763	108.9853074
148.588	148.641	114.518	114.563	54.24132963	50.17388519	146.9197185	87.50997778
148.641	148.695	114.563	114.608	20.8589625	32.4114875	55.653625	55.51185625
148.695	148.725	114.608	114.634	67.00715333	99.73842	121.2168133	125.55502
148.725	148.754	114.634	114.66	63.57663571	71.79467143	132.5107357	107.2556429
148.754	148.784	114.66	114.686	62.83804	66.06894	153.758	108.57188
148.784	148.813	114.686	114.712	62.42743333	69.20490667	148.2353933	116.9865533
148.813	148.843	114.712	114.737	77.74213333	77.60987333	265.4118467	138.3946733
148.843	148.872	114.737	114.763	47.97354286	53.10575714	183.3166143	83.37222857
148.872	148.876	114.763	114.766	30.5731	80.7898	139.887	72.7666
148.876	148.879	114.766	114.769	30.5731	80.7898	139.887	72.7666
148.879	148.883	114.769	114.773	30.5731	80.7898	139.887	72.7666
148.883	148.886	114.773	114.776	30.5731	80.7898	139.887	72.7666
148.886	148.89	114.776	114.779	30.5731	80.7898	139.887	72.7666
148.89	148.894	114.779	114.782	30.5731	80.7898	139.887	72.7666
148.894	148.948	114.782	114.831	48.03752593	68.20290741	128.3559963	101.9530704
148.948	149.003	114.831	114.88	68.80775357	95.19156429	153.0444071	115.3952679
149.003	149.057	114.88	114.929	56.14793333	75.17597778	130.0614444	136.7636593
149.057	149.112	114.929	114.978	49.59547037	69.81830741	125.0431222	108.8276185
149.112	149.166	114.978	115.027	55.20369259	121.9913111	123.5193778	301.5532593
149.166	149.221	115.027	115.076	104.7603893	181.1269643	206.0566429	426.8493607
149.221	149.224	115.076	115.079	17.7718	51.5609	91.579	59.186
149.224	149.228	115.079	115.082	17.7718	51.5609	91.579	59.186
149.228	149.232	115.082	115.085	17.7718	51.5609	91.579	59.186
149.232	149.235	115.085	115.088	17.7718	51.5609	91.579	59.186
149.235	149.239	115.088	115.092	17.7718	51.5609	91.579	59.186
149.239	149.242	115.092	115.095	17.7718	51.5609	91.579	59.186
149.242	149.268	115.095	115.117	86.9344	73.67979231	158.3516231	84.55212308
149.268	149.294	115.117	115.14	137.0273846	81.22033077	169.3078154	87.91940769
149.294	149.32	115.14	115.163	80.44516923	79.2731	149.7665538	106.4058
149.32	149.346	115.163	115.185	64.81250769	134.0114615	185.7186154	152.1352692
149.346	149.372	115.185	115.208	58.27756154	94.50903846	204.2843923	130.3399077
149.372	149.398	115.208	115.231	32.2107	57.0567	132.2782	71.8404
149.398	149.403	115.231	115.235	15.3569	31.9334	75.2923	41.2849
149.403	149.409	115.235	115.24	15.3569	31.9334	75.2923	41.2849
149.409	149.414	115.24	115.244	15.3569	31.9334	75.2923	41.2849
149.414	149.419	115.244	115.248	15.3569	31.9334	75.2923	41.2849
149.419	149.424	115.248	115.253	15.3569	31.9334	75.2923	41.2849
149.424	149.43	115.253	115.257	15.3569	31.9334	75.2923	41.2849
149.43	149.451	115.257	115.275	42.1938	60.6361	111.9389	89.4103
149.451	149.472	115.275	115.293	50.2033	76.8853	129.47415	165.3103
